NCBI GeneID,Transcript Accession,Transcript_length
6739637,XM_039293958.2,2009
6739638,XM_039293584.2,3056
6739639,XM_002076498.4,991
6739640,XM_002076499.4,1392
6739644,XM_002076503.4,636
6739645,XM_002076504.4,5331
6739645,XR_005544112.2,5125
6739645,XR_005544111.2,5188
6739645,XR_005544110.2,5262
6739649,XM_002076509.3,1033
6739650,XM_002076508.4,718
6739652,XM_016174365.3,1388
6739653,XM_002076513.4,1537
6739657,XM_002076515.3,2093
6739658,XM_016174367.2,8559
6739658,XM_016174368.2,8153
6739658,XM_039293814.2,8435
6739659,XM_002076517.4,706
6739662,XM_002076520.3,1558
6739663,XM_016174300.3,3525
6739663,XM_039293237.2,3588
6739664,XM_039293763.2,4091
6739664,XM_039293764.2,3949
6739664,XM_039293762.2,4102
6739664,XM_044923131.1,2628
6739665,XM_002076524.4,3637
6739666,XM_002076523.4,985
6739667,XM_016174370.3,1832
6739667,XM_016174369.3,1867
6739668,XM_016174371.3,935
6739669,XM_016174296.2,2576
6739669,XM_044923047.1,2488
6739669,XM_016174297.3,2538
6739670,XM_002076527.4,2519
6739670,XM_016174373.3,2439
6739670,XM_016174372.3,2623
6739671,XM_039294296.2,4554
6739671,XM_039294297.2,4540
6739671,XM_016174374.3,4480
6739671,XM_044922947.1,4432
6739671,XM_016174376.2,4468
6739671,XM_016174386.3,4465
6739671,XM_016174383.2,4429
6739671,XM_039294299.2,4339
6739671,XM_016174389.2,4327
6739671,XM_039294300.2,4324
6739671,XM_039294301.2,4288
6739671,XM_039294298.2,4468
6739671,XM_044922948.1,4453
6739671,XM_016174382.2,4381
6739671,XM_016174381.2,4327
6739671,XM_016174385.3,9635
6739671,XM_039294302.2,9581
6739671,XM_016174387.3,9493
6739671,XM_016174388.3,9439
6739671,XM_016174390.3,9427
6739671,XM_016174379.3,9412
6739671,XM_039294306.2,3101
6739671,XM_039294304.2,3135
6739671,XM_039294305.2,3130
6739671,XM_039294303.2,3138
6739673,XM_044923095.1,2609
6739673,XM_016174391.3,2321
6739673,XM_016174392.2,2257
6739673,XM_044923093.1,2512
6739673,XM_039293154.2,2895
6739673,XM_016174393.3,2221
6739673,XM_044923094.1,2445
6739678,XM_016172054.3,2913
6739679,XM_016172064.3,3653
6739681,XM_002076540.4,817
6739681,XM_016172061.2,718
6739682,XM_016172063.3,1428
6739682,XM_039294559.2,1342
6739683,XM_016172057.3,2031
6739683,XM_016172060.3,2417
6739683,XM_016172058.3,2419
6739683,XR_006541830.1,2283
6739685,XM_002076544.4,1233
6739686,XM_044923141.1,15062
6739694,XM_002076552.4,3366
6739695,XM_039294439.2,2899
6739695,XM_039294434.2,2974
6739695,XM_039294435.1,2785
6739695,XM_039294437.1,2512
6739695,XM_039294440.2,2525
6739697,XM_002076555.4,1418
6739698,XM_016172052.3,1709
6739699,XM_016172068.3,6376
6739700,XM_002076557.4,3748
6739700,XM_039294906.2,3347
6739701,XM_039295364.2,4201
6739702,XM_016172069.3,876
6739710,XM_002076567.4,767
6739711,XM_016172050.3,972
6739711,XM_016172048.3,1351
6739711,XM_016172051.3,1127
6739711,XM_016172047.3,841
6739718,XM_016172042.3,2864
6739718,XM_016172044.3,2537
6739718,XM_016172043.3,2006
6739718,XM_039295618.2,1834
6739718,XM_016172046.3,2688
6739718,XM_016172045.3,2358
6739718,XR_001599811.3,2243
6739723,XM_002076581.4,1422
6739724,XM_039295277.2,1002
6739724,XM_044923174.1,912
6739724,XM_016172041.3,904
6739726,XM_002076582.4,690
6739727,XM_002076584.4,1283
6739729,XM_016172077.3,1271
6739729,XM_044923250.1,1375
6739731,XM_039295068.2,3632
6739733,XM_016172040.2,1753
6739734,XM_016172039.3,2220
6739734,XM_002076591.4,2212
6739736,XM_016172038.2,2583
6739737,XM_002076594.4,2480
6739738,XM_016172079.3,1066
6739740,XM_002076597.4,1131
6739742,XM_002076599.4,985
6739743,XM_002076598.4,495
6739744,XM_016172083.3,3200
6739744,XM_016172081.3,3212
6739744,XM_016172080.3,3215
6739744,XM_016172082.3,3218
6739753,XM_002076610.4,1195
6739755,XM_016172014.3,3666
6739755,XM_016172035.3,1692
6739755,XM_016172028.3,1983
6739755,XM_039294599.2,2241
6739755,XM_016172031.3,1889
6739755,XM_016172015.2,1816
6739755,XM_016172016.2,1893
6739755,XM_016172024.2,1773
6739755,XM_016172025.3,1792
6739755,XM_016172027.2,1786
6739755,XM_016172034.2,1906
6739755,XM_016172020.3,1705
6739755,XM_039294600.1,1891
6739755,XM_016172019.3,1693
6739755,XM_016172036.3,1933
6739755,XM_016172023.2,1788
6739755,XM_016172026.3,2107
6739755,XM_016172018.3,2306
6739755,XM_016172029.3,1800
6739755,XM_016172030.2,1859
6739755,XM_016172032.3,1911
6739755,XM_016172033.2,1707
6739755,XM_016172017.3,2157
6739755,XM_016172022.3,2285
6739755,XR_001599810.2,2019
6739755,XR_001599809.2,2092
6739756,XM_002076613.4,430
6739757,XM_002076616.2,1779
6739758,XM_002076615.4,1866
6739760,XM_039295092.2,5231
6739760,XM_016172007.3,2856
6739760,XM_016172010.3,3940
6739760,XM_044923280.1,3971
6739760,XM_016172008.3,3082
6739760,XM_016172012.3,2927
6739760,XM_039295093.2,4497
6739762,XM_002076620.2,468
6739764,XM_002076621.4,1042
6739765,XM_002076622.4,1732
6739767,XM_002076625.3,584
6739769,XM_002076624.4,1568
6739773,XM_016172085.3,1486
6739774,XM_016172084.2,1525
6739775,XM_002076632.4,2114
6739776,XM_044923143.1,2512
6739776,XM_016172005.3,2488
6739777,XM_002076633.4,1781
6739779,XM_039295609.1,690
6739784,XM_039294682.2,6168
6739784,XM_039294681.2,5968
6739785,XM_016172091.3,3716
6739785,XM_016172088.3,3865
6739785,XM_016172090.3,3764
6739785,XM_016172089.3,3761
6739785,XM_016172087.3,3712
6739786,XM_016172002.3,1727
6739787,XM_016172001.3,1212
6739788,XM_002076644.4,1863
6739790,XM_039295043.2,1619
6739790,XM_016171999.3,1827
6739790,XM_039295046.1,1736
6739790,XM_039295045.2,1739
6739790,XM_016171998.2,1768
6739790,XM_044923258.1,1697
6739790,XM_039295044.1,1701
6739790,XM_016172000.2,1579
6739790,XM_016171997.2,1636
6739790,XM_039295042.1,1461
6739791,XM_002076648.4,1401
6739793,XM_016171994.3,3612
6739793,XM_016171992.3,3591
6739793,XM_016171993.3,4037
6739795,XM_016168968.3,1559
6739795,XM_016168969.3,1546
6739795,XM_044923852.1,1090
6739795,XM_039298333.2,1192
6739797,XM_016168966.3,776
6739797,XM_016168967.2,718
6739798,XM_039292909.2,2525
6739798,XM_016168973.3,2323
6739798,XM_039292910.2,1937
6739798,XM_016168972.3,2403
6739814,XM_016168961.3,939
6739816,XM_039298289.1,5264
6739816,XM_016168962.2,5134
6739822,XM_002076678.4,754
6739824,XM_044922403.1,1347
6739824,XM_039291470.2,1373
6739824,XM_039291471.2,1289
6739824,XM_044922404.1,659
6739827,XM_016172248.3,7501
6739827,XM_044923518.1,5298
6739827,XM_016172247.3,3545
6739827,XR_005544474.2,2744
6739828,XM_016172255.3,2071
6739828,XM_039296123.2,2056
6739828,XM_039296122.2,2074
6739828,XM_016172251.3,4577
6739828,XM_039296121.2,3248
6739828,XM_044923519.1,3136
6739828,XM_016172250.3,3609
6739828,XM_016172252.3,1906
6739828,XM_016172253.3,744
6739830,XM_002076686.4,3179
6739833,XM_016180947.3,2248
6739833,XM_016180946.3,2303
6739834,XM_002076695.4,1265
6739835,XM_016180948.3,483
6739835,XM_002076693.4,432
6739836,XM_002076690.4,1440
6739836,XR_005544629.2,1105
6739837,XM_016180951.3,1650
6739837,XM_039297351.2,1598
6739837,XM_016180952.3,1731
6739838,XM_002076696.4,2178
6739839,XM_002076697.4,1298
6739840,XM_039297333.2,8657
6739840,XM_039297332.2,8737
6739840,XM_039297331.2,8762
6739840,XM_039297330.2,9275
6739840,XM_039297329.2,9780
6739841,XM_016180942.3,1494
6739841,XM_016180943.3,1510
6739841,XM_016180944.3,1522
6739841,XM_016180941.3,1505
6739842,XM_002076700.4,984
6739843,XM_016180949.3,1391
6739844,XM_002076691.4,2194
6739845,XM_039297230.2,1452
6739845,XM_039297229.2,1497
6739845,XM_039297231.2,1466
6739845,XM_044923609.1,2309
6739846,XM_002076703.4,1520
6739849,XM_016180957.3,4157
6739849,XM_039297976.2,577
6739849,XM_016180955.3,3983
6739849,XM_039297977.2,3934
6739850,XM_002076708.4,666
6739851,XM_002076704.4,570
6739852,XM_039297972.2,1415
6739853,XM_039297971.1,4599
6739853,XM_039297970.1,4750
6739853,XM_016180936.2,4710
6739853,XM_039297969.1,4720
6739854,XM_016180954.3,12860
6739855,XM_016180935.2,1619
6739856,XM_002076711.4,1287
6739857,XM_039297203.2,1320
6739858,XM_016180933.3,1593
6739858,XM_016180932.3,1314
6739860,XM_039297999.2,16016
6739860,XM_039298001.2,15437
6739860,XM_044923682.1,15440
6739860,XM_039298000.2,15449
6739860,XM_039297998.2,15845
6739861,XM_002076717.4,1284
6739862,XM_016180959.3,1703
6739866,XM_002076723.3,1414
6739869,XM_016180960.3,1489
6739869,XM_016180961.3,1482
6739871,XM_016180964.3,773
6739872,XM_039297087.2,1482
6739873,XM_002076731.4,517
6739874,XM_016180978.3,5939
6739874,XM_016180970.3,5885
6739874,XM_016180977.3,5921
6739874,XM_016180968.3,5867
6739874,XM_016180965.3,5747
6739874,XM_016180973.3,5729
6739874,XM_016180966.3,5390
6739874,XM_016180972.3,5909
6739874,XM_016180975.3,5855
6739874,XM_016180976.3,5837
6739874,XM_016180969.3,5287
6739874,XM_016180971.3,5095
6739875,XM_039297706.2,6287
6739876,XM_016180915.3,3465
6739876,XM_044923626.1,3060
6739878,XM_016180914.3,6613
6739879,XM_039297082.1,2355
6739879,XM_039297081.2,1705
6739879,XM_039297080.1,1740
6739879,XM_044923625.1,1211
6739879,XM_039297083.2,1356
6739879,XM_039297085.2,1250
6739879,XM_039297084.2,935
6739879,XR_005544580.1,623
6739882,XM_039297073.2,3994
6739882,XM_039297074.1,3986
6739882,XM_039297075.2,3874
6739882,XM_039297076.2,3799
6739882,XM_039297072.2,4926
6739882,XM_039297079.1,3977
6739882,XM_039297077.1,4046
6739882,XM_039297078.1,4050
6739883,XM_039297086.2,2012
6739884,XM_039297297.2,1877
6739885,XM_016180962.3,2745
6739887,XM_039297583.2,4343
6739887,XM_039297584.2,4151
6739888,XM_016180906.3,5170
6739888,XM_016180908.3,5230
6739888,XM_016180907.3,5178
6739891,XM_016180904.3,2662
6739894,XM_016180984.3,2190
6739894,XM_039296523.2,1301
6739894,XM_016180981.3,1763
6739894,XM_016180985.3,1411
6739894,XM_016180983.3,2452
6739894,XM_016180982.3,2437
6739895,XM_002076749.4,1220
6739896,XM_016180903.3,3917
6739898,XM_002076751.4,2245
6739899,XM_002076753.4,628
6739900,XM_002076752.4,484
6739901,XM_002076754.4,792
6739902,XM_016180988.3,2023
6739902,XM_016180987.3,2019
6739903,XM_002076756.4,1902
6739904,XM_039297192.2,812
6739905,XM_016180992.3,1323
6739905,XM_016180993.3,1251
6739906,XM_016180991.2,2366
6739907,XM_039297168.2,4006
6739907,XM_039297160.2,3827
6739907,XM_039297174.2,3377
6739907,XM_039297159.2,3760
6739907,XM_044923629.1,3696
6739907,XM_039297162.2,3660
6739907,XM_039297170.2,3523
6739907,XM_039297171.2,3523
6739907,XM_044923630.1,3988
6739907,XM_039297157.2,3822
6739907,XM_039297163.2,3640
6739907,XM_039297161.2,3795
6739907,XM_039297169.2,3684
6739907,XM_039297172.2,4328
6739907,XM_039297166.2,3606
6739907,XM_039297167.2,3651
6739907,XM_039297158.2,3551
6739907,XM_039297175.2,3240
6739907,XM_039297173.2,3769
6739909,XM_039297180.2,1916
6739910,XM_002076763.4,893
6739911,XM_016180996.3,1143
6739912,XM_016180995.3,1285
6739913,XM_002076767.4,1295
6739914,XM_002076766.3,491
6739917,XM_002076771.4,850
6739919,XM_002076772.4,1073
6739920,XM_039297185.2,2223
6739920,XM_039297184.2,2227
6739920,XR_005544598.2,2064
6739921,XM_039297196.2,758
6739928,XM_002076781.4,859
6739929,XM_016180898.3,3894
6739929,XM_016180899.3,3886
6739929,XR_006542126.1,3826
6739930,XM_002076783.4,2068
6739930,XM_016180900.3,2071
6739931,XM_002076782.3,794
6739933,XM_039296763.2,2026
6739935,XM_016181000.3,3368
6739938,XM_016180896.2,2367
6739939,XM_002076792.4,1358
6739940,XM_002076794.4,2693
6739940,XR_001600020.3,2620
6739943,XM_002076795.4,958
6739943,XM_039296767.2,926
6739944,XM_016180895.3,5394
6739945,XM_039296749.2,6339
6739945,XM_039296750.2,6258
6739945,XM_039296748.1,6392
6739945,XM_039296747.2,6471
6739945,XM_039296746.2,6480
6739945,XM_016181002.3,6400
6739945,XM_039296751.2,5988
6739946,XM_039296581.2,5634
6739948,XM_039296592.2,2385
6739950,XM_039296569.2,9762
6739950,XM_039296567.2,9771
6739950,XM_039296568.2,9765
6739950,XM_039296566.2,9774
6739950,XM_039296579.2,9879
6739950,XM_039296570.2,8663
6739950,XM_039296573.1,6931
6739950,XM_039296572.1,6940
6739950,XM_039296575.1,6181
6739950,XM_039296574.1,6184
6739950,XM_039296578.1,4365
6739950,XM_039296576.1,4368
6739952,XM_002076805.3,2601
6739953,XM_002076811.4,1286
6739954,XM_016180882.3,832
6739955,XM_039297312.2,4577
6739955,XM_016181011.3,4456
6739955,XM_016181014.3,4401
6739955,XM_039297313.2,4682
6739955,XM_016181009.3,3911
6739955,XM_039297307.2,5746
6739955,XM_039297308.2,5692
6739955,XM_016181019.3,5626
6739955,XM_016181021.3,5572
6739955,XM_039297311.2,5554
6739955,XM_039297309.2,3848
6739955,XM_039297310.2,3794
6739957,XM_016181003.3,2085
6739958,XM_002076807.4,1824
6739959,XM_016180883.2,1090
6739961,XM_016180881.3,3066
6739962,XM_016181023.3,2275
6739964,XM_044923650.1,1131
6739965,XM_002076818.4,868
6739966,XM_016181028.3,4324
6739966,XM_016181029.3,4233
6739966,XM_016181026.3,4269
6739966,XM_016181027.3,4270
6739966,XM_016181025.3,4264
6739966,XM_039297957.2,4045
6739966,XM_016181032.3,4265
6739966,XM_039297958.2,4040
6739966,XM_016181031.3,3635
6739966,XM_016181030.3,3628
6739966,XM_039297956.2,4041
6739972,XM_002076824.4,459
6739975,XM_016181033.3,2994
6739977,XM_016181036.3,2589
6739977,XM_016181035.3,2488
6739977,XM_016181037.3,2728
6739977,XM_044923577.1,2577
6739980,XM_002076832.4,2076
6739981,XM_039296915.2,14617
6739981,XM_039296924.2,13669
6739981,XM_039296918.2,14419
6739981,XM_039296926.2,13471
6739981,XM_039296928.2,12874
6739981,XM_039296921.2,13960
6739981,XM_039296912.2,14446
6739981,XM_039296913.2,14365
6739981,XM_039296917.2,13489
6739981,XM_039296916.2,13505
6739981,XM_039296906.2,13671
6739981,XM_039296914.2,13503
6739981,XM_039296922.2,12723
6739981,XM_039296923.2,12555
6739981,XM_039296909.2,13629
6739981,XM_039296907.2,13638
6739981,XM_039296908.2,13629
6739981,XM_039296911.2,13599
6739981,XM_039296925.2,12483
6739981,XM_039296919.2,13044
6739981,XM_039296920.2,12972
6739981,XM_039296927.2,11856
6739981,XM_039296929.2,7921
6739982,XM_039297986.2,1203
6739982,XM_039297987.2,1200
6739984,XM_002076836.4,1475
6739985,XM_002076837.4,885
6739986,XM_039297984.2,2633
6739987,XM_016180873.3,1822
6739987,XM_016180874.3,1943
6739989,XM_039297924.2,1558
6739990,XM_039297923.2,2850
6739992,XM_039296341.2,1928
6739993,XM_016180871.3,748
6739996,XM_016180870.3,477
6739997,XM_039297558.2,2892
6739997,XM_039297560.2,2850
6739998,XM_002076853.4,2674
6740001,XM_002076850.4,444
6740005,XM_044923606.1,3891
6740005,XM_016180868.3,3787
6740008,XM_039297912.1,5448
6740008,XM_039297913.1,4744
6740009,XM_016181046.3,1251
6740011,XM_039296291.2,1941
6740012,XM_002076862.4,1530
6740013,XM_016181047.3,2214
6740014,XM_016181048.2,658
6740017,XM_002076867.4,1827
6740019,XM_016181050.3,1271
6740020,XM_002076871.4,1400
6740021,XM_002076870.4,1252
6740023,XM_002076869.4,1507
6740023,XM_016181051.3,1504
6740032,XM_002076881.4,886
6740033,XM_016180854.3,4128
6740034,XM_016181058.3,1189
6740036,XM_016181060.3,2180
6740037,XM_016180853.3,3560
6740038,XM_002076886.3,1222
6740039,XM_002076885.3,1946
6740040,XM_002076889.4,1204
6740042,XM_016181062.3,4453
6740043,XM_002076891.4,462
6740045,XM_039297325.2,2443
6740047,XM_016181064.3,1562
6740047,XM_016181065.3,1532
6740047,XM_016181066.3,1573
6740049,XM_002076900.4,2116
6740050,XM_016180847.3,995
6740051,XM_002076899.4,380
6740055,XM_002076903.4,1235
6740055,XM_016181069.3,1235
6740056,XM_016180845.3,679
6740056,XM_016180843.3,1155
6740056,XM_016180844.3,1201
6740057,XM_016180846.2,1195
6740058,XM_039297707.2,1095
6740059,XM_039297736.2,7856
6740059,XM_039297735.2,8113
6740059,XM_044923751.1,7739
6740059,XM_039297737.2,7831
6740060,XM_016181070.3,454
6740063,XM_016180834.3,7078
6740063,XM_016180838.3,5631
6740063,XM_016180833.3,6578
6740063,XM_016180837.3,6581
6740063,XM_016180835.3,3320
6740064,XM_039297995.2,9926
6740066,XM_016180832.3,2145
6740066,XM_016180831.2,2190
6740067,XM_016181071.3,953
6740068,XM_039297548.2,7290
6740068,XM_039297549.2,7095
6740069,XM_016181072.3,1048
6740069,XM_016181073.3,1042
6740070,XM_016180830.2,1070
6740071,XM_016180829.3,900
6740071,XM_016180828.3,939
6740074,XM_016181074.3,664
6740074,XM_002076919.4,760
6740075,XM_002076923.4,2875
6740076,XM_002076922.4,711
6740078,XM_002076924.4,633
6740079,XM_002076927.4,893
6740080,XM_016180826.3,1876
6740082,XM_016181078.3,1523
6740083,XM_002076930.4,515
6740084,XM_002076931.4,2185
6740087,XM_016180825.3,1118
6740089,XM_002076936.3,840
6740090,XM_016181079.3,2128
6740091,XM_039296812.2,1577
6740092,XM_016180823.3,1305
6740092,XM_016180824.3,1292
6740094,XM_016181081.3,2514
6740094,XM_039296810.2,2144
6740095,XM_016181083.3,1351
6740095,XM_016181082.3,1228
6740096,XM_039296978.2,1672
6740097,XM_002076945.4,1300
6740098,XM_002076944.3,698
6740099,XM_039296979.1,2571
6740099,XM_039296980.1,2650
6740099,XM_016180821.2,2608
6740100,XM_002076947.3,556
6740102,XM_002076949.4,2082
6740103,XM_002076951.4,1056
6740104,XM_002076950.4,1698
6740105,XM_039296480.2,4409
6740105,XM_039296481.2,4372
6740109,XM_002076958.3,1335
6740110,XM_002076957.4,979
6740111,XM_039297304.2,1496
6740112,XM_002076960.4,2255
6740113,XM_016181084.3,1026
6740114,XM_002076959.4,3063
6740116,XM_002076962.4,3147
6740119,XM_016181085.3,711
6740119,XM_016181086.2,711
6740121,XM_039296510.2,683
6740122,XM_016180817.3,3414
6740125,XM_039297988.2,6231
6740125,XM_039297990.2,6167
6740126,XM_016180815.3,2379
6740126,XM_016180814.3,2701
6740126,XR_006542127.1,3326
6740128,XM_016180813.3,951
6740132,XM_016180812.3,2163
6740133,XM_002076980.4,872
6740134,XM_016180811.3,1156
6740135,XM_016181089.3,3261
6740138,XM_002076987.4,1612
6740139,XM_016181092.3,721
6740140,XM_016181091.3,1687
6740143,XM_039297636.2,4742
6740147,XM_039298117.2,3953
6740147,XM_016180808.3,4121
6740147,XM_044923791.1,4400
6740147,XM_039298118.2,4377
6740147,XM_016180805.3,4404
6740147,XM_016180807.3,4346
6740148,XM_039297347.2,3685
6740148,XM_044923792.1,3013
6740148,XM_016181097.3,2907
6740148,XM_039297344.2,3150
6740148,XM_039297345.2,3026
6740148,XM_016181106.3,2066
6740148,XM_016181101.3,2050
6740148,XM_039297348.2,2293
6740148,XM_039297346.2,2128
6740150,XM_002076995.4,2596
6740151,XM_016181111.3,2012
6740152,XM_002076996.4,2638
6740153,XM_039296933.2,1846
6740153,XM_002076998.4,1985
6740154,XM_016180802.3,3526
6740154,XM_016180801.3,3680
6740154,XM_016180803.3,3747
6740154,XM_039296932.2,3383
6740154,XM_044923580.1,3574
6740154,XM_016180804.3,3554
6740155,XM_002076999.4,2043
6740155,XM_016181114.3,1771
6740155,XM_044923581.1,1783
6740155,XM_016181113.3,1655
6740156,XM_039296985.2,1806
6740156,XM_039296984.2,1700
6740156,XM_039296986.2,1545
6740156,XM_016181120.3,2217
6740156,XM_016181118.3,2481
6740159,XM_016180799.3,1342
6740161,XM_016181123.3,2311
6740162,XM_002077006.4,1480
6740164,XM_002077009.4,3607
6740165,XM_016181124.3,4219
6740165,XM_016181125.3,4961
6740167,XM_016181126.3,2773
6740167,XM_016181127.3,6466
6740167,XR_006542060.1,6224
6740170,XM_002077013.4,1366
6740172,XM_016181130.3,2006
6740172,XM_039297526.2,1991
6740172,XM_016181134.3,1976
6740172,XM_039297528.2,1176
6740172,XM_016181133.2,2017
6740172,XM_039297527.2,2127
6740172,XM_016181132.3,2112
6740172,XM_016181131.2,2153
6740179,XM_016180797.3,2408
6740181,XM_002077026.4,637
6740184,XM_016180796.3,1710
6740186,XM_016180793.3,3013
6740186,XM_016180792.3,3017
6740187,XM_016180791.3,2215
6740188,XM_039296401.2,1196
6740188,XM_039296403.2,1196
6740188,XM_039296402.2,1196
6740188,XM_016180786.3,1012
6740188,XM_016180784.3,1012
6740188,XM_039296400.2,1195
6740188,XM_016180785.3,1011
6740188,XM_016180790.3,1010
6740188,XM_039296405.2,1134
6740188,XM_016180787.3,950
6740188,XM_016180789.3,949
6740189,XM_039297975.2,4412
6740189,XM_002077034.4,4694
6740189,XM_039297973.2,4558
6740189,XM_039297974.2,4554
6740197,XM_002077038.4,901
6740198,XM_016181138.3,2043
6740199,XM_016180782.3,1679
6740199,XM_016180781.3,1783
6740199,XM_016180783.3,1523
6740200,XM_016180780.3,2234
6740201,XM_002077045.4,940
6740203,XM_002077047.4,994
6740204,XM_039296680.2,2202
6740205,XM_002077051.4,3094
6740206,XM_016180779.3,2439
6740207,XM_039297795.2,3439
6740208,XM_002077046.4,1632
6740209,XM_016180777.3,1005
6740210,XM_016181140.3,3275
6740213,XM_016181142.2,1729
6740214,XM_002077057.4,1077
6740215,XM_039297743.2,7977
6740215,XM_044923803.1,7619
6740215,XM_039297746.2,5869
6740215,XM_039297744.2,5714
6740216,XM_039297585.2,6461
6740216,XM_039297586.2,6458
6740219,XM_039298045.2,3339
6740219,XR_005544691.1,3457
6740221,XM_039296461.2,1195
6740221,XM_044923579.1,989
6740222,XM_002077067.4,1344
6740228,XM_039297918.2,2274
6740228,XM_039297920.2,2079
6740228,XM_039297919.2,2076
6740229,XM_016180775.3,6660
6740230,XM_016180774.3,1806
6740231,XM_016180773.3,3556
6740232,XM_002077075.4,1154
6740236,XM_016181147.3,1395
6740236,XM_016181148.3,1367
6740236,XM_039296695.2,1004
6740237,XM_016182956.3,1718
6740237,XM_016182957.3,1380
6740237,XM_039296690.2,1374
6740237,XM_039296688.2,1628
6740237,XM_039296689.2,1610
6740237,XM_016181151.3,1416
6740238,XM_002077083.4,2092
6740239,XM_039296694.2,958
6740240,XM_016180769.3,1776
6740241,XM_002077085.3,1394
6740242,XM_016180768.3,5193
6740243,XM_002077088.4,2386
6740245,XM_039296820.2,4956
6740246,XM_002077090.4,2846
6740247,XM_002077091.4,890
6740248,XM_016181155.3,1343
6740250,XM_039297880.2,3137
6740253,XM_016180765.3,1803
6740256,XM_002077101.4,480
6740258,XM_039296658.2,1074
6740259,XM_016180764.3,1966
6740261,XM_002077105.3,809
6740263,XM_039297873.2,3478
6740263,XM_039297872.2,3492
6740263,XM_002107492.4,2245
6740263,XR_005544678.2,3425
6740264,XM_016180763.3,1522
6740265,XM_002077109.4,1244
6740270,XM_002077113.4,852
6740276,XM_016181161.3,3319
6740277,XM_016180760.3,2798
6740277,XM_016180761.3,2804
6740278,XM_016181162.3,4766
6740279,XM_002077120.4,1964
6740282,XM_016180758.3,3488
6740282,XM_016180757.3,3556
6740284,XM_016180759.3,1847
6740285,XM_002077126.4,1059
6740286,XM_039297066.2,2643
6740287,XR_005544855.2,210
6740287,XR_005544854.1,110
6740287,XR_005544853.2,433
6740287,XR_005544858.1,761
6740287,XR_005544857.1,1497
6740287,XR_005544856.2,276
6740287,XR_005544860.2,165
6740287,XR_005544859.2,170
6740287,XM_002077128.4,1763
6740288,XM_002077130.4,1564
6740289,XM_016172244.3,3100
6740289,XM_016172242.3,3103
6740289,XM_039298256.2,2787
6740289,XM_016172240.3,2790
6740289,XM_016172241.3,2690
6740289,XM_016172243.3,2692
6740289,XM_039298257.2,2734
6740290,XM_039298254.2,2006
6740290,XM_016172239.3,2080
6740290,XM_002077133.4,2054
6740290,XM_016172238.3,2124
6740291,XM_044923839.1,1650
6740291,XM_016172246.3,1729
6740291,XM_002077131.4,1729
6740292,XM_016172245.3,1327
6740294,XM_016180350.3,1288
6740296,XM_044923635.1,1485
6740296,XM_002077136.4,1360
6740309,XM_039298111.2,3212
6740311,XM_039297750.2,6155
6740311,XM_039297753.2,5693
6740311,XM_039297749.2,6205
6740311,XM_039297751.2,6151
6740311,XM_039297752.2,6037
6740311,XM_039297756.2,5316
6740311,XM_039297755.2,5336
6740311,XM_039297754.2,5382
6740317,XM_002077153.4,443
6740323,XM_016180820.3,2386
6740324,XM_044923621.1,502
6740324,XM_039296952.1,501
6740324,XM_002077160.4,869
6740325,XM_039297285.2,2060
6740325,XM_016180851.3,1897
6740325,XM_016180852.3,1874
6740328,XM_016180855.3,1805
6740335,XM_002077168.4,891
6740338,XM_039296226.2,2314
6740338,XM_039296227.1,2261
6740338,XM_039296225.2,2317
6740338,XM_039296223.1,2355
6740338,XM_039296224.2,2348
6740338,XM_039296228.2,2278
6740338,XM_039296231.2,1084
6740352,XM_002077182.3,1264
6740352,XM_016179221.2,1267
6740359,XM_016181617.3,418
6740359,XM_002077191.4,426
6740360,XR_005544896.2,2932
6740360,XM_039298314.2,2614
6740360,XM_016179144.3,2322
6740369,XR_001599987.3,342
6740369,XR_001599986.3,4510
6740369,XR_005544903.1,651
6740369,XR_005544904.2,4507
6740369,XR_005544905.1,4807
6740369,XR_005544906.2,291
6740369,XM_016178915.3,1447
6740369,XM_016178912.3,1516
6740369,XM_016178916.3,1508
6740369,XM_016178914.3,1510
6740369,XM_016178911.3,1506
6740369,XM_016178913.3,1484
6740369,XM_039298324.2,1397
6740373,XM_016178767.3,4800
6740373,XM_016178765.3,4326
6740373,XM_016178766.3,4112
6740379,XM_002077205.4,1107
6740381,XM_044923508.1,2041
6740381,XM_016178548.3,2283
6740381,XM_016178549.3,6144
6740381,XM_044923509.1,1242
6740385,XM_002077208.4,466
6740386,XM_002080550.4,588
6740388,XM_039298160.2,4730
6740388,XM_039298159.2,4732
6740394,XM_016178279.3,5860
6740394,XM_016178278.3,6007
6740394,XM_039296119.2,5656
6740409,XM_002077230.3,749
6740415,XM_016177905.3,1623
6740415,XM_002077235.4,1624
6740416,XM_016167637.3,3200
6740416,XM_016167638.3,3355
6740416,XM_016167636.3,3238
6740426,XM_002077247.4,1424
6740432,XM_016167853.2,1103
6740449,XM_016177237.3,2850
6740451,XM_002077266.4,980
6740467,XM_002077276.4,921
6740468,XM_016176876.3,1514
6740469,XM_002077278.4,550
6740484,XM_016176671.3,445
6740493,XM_002077292.4,607
6740495,XM_002077294.4,2415
6740497,XM_016176523.3,870
6740503,XM_016176476.3,2522
6740503,XM_016176484.2,1889
6740503,XM_016176485.3,2094
6740503,XM_016176479.3,2096
6740503,XM_039293451.2,2112
6740503,XM_016176486.3,2085
6740503,XM_039293447.2,2149
6740503,XM_016176481.3,2311
6740525,XM_002077315.4,680
