NCBI GeneID,Protein Accession,Protein_length
6736549,XP_016030128.1,670
6736550,XP_016030130.1,242
6736550,XP_016030131.1,242
6736551,XP_002083421.1,263
6736552,XP_002083422.1,661
6736553,XP_002083423.1,222
6736554,XP_016030132.1,555
6736555,XP_016030133.1,177
6736556,XP_016030134.1,412
6736557,XP_016030135.1,786
6736557,XP_016030138.1,771
6736557,XP_016030142.1,778
6736557,XP_016030143.1,747
6736557,XP_016030144.1,740
6736557,XP_039149442.1,755
6736559,XP_002083428.1,1013
6736559,XP_039149439.1,1033
6736566,XP_016030146.1,886
6736566,XP_044778773.1,715
6736566,XP_044778774.1,715
6736567,XP_016030151.1,973
6736567,XP_016030152.1,1013
6736567,XP_016030153.1,993
6736567,XP_016030155.1,1013
6736567,XP_016030156.1,1013
6736569,XP_016030158.1,680
6736569,XP_016030159.1,488
6736569,XP_016030160.1,705
6736569,XP_016030162.1,705
6736570,XP_002083432.1,424
6736571,XP_016030163.1,826
6736571,XP_044778775.1,826
6736573,XP_016030164.1,907
6736573,XP_016030166.1,747
6736573,XP_016030167.1,911
6736573,XP_016030169.1,911
6736573,XP_016030171.1,911
6736573,XP_039149440.1,911
6736573,XP_039149441.1,743
6736574,XP_002083436.1,265
6736576,XP_002083438.1,500
6736578,XP_016030174.1,130
6736578,XP_039149450.1,130
6736579,XP_002083441.1,457
6736580,XP_016030176.1,111
6736583,XP_002083445.1,1381
6736583,XP_016030178.1,1380
6736583,XP_016030180.1,1235
6736583,XP_016030181.1,1236
6736583,XP_016030182.1,1346
6736583,XP_039149436.1,1345
6736584,XP_002083446.2,118
6736585,XP_002083447.1,96
6736586,XP_039149445.1,484
6736586,XP_044778777.1,442
6736586,XP_044778778.1,195
6736587,XP_002083449.1,145
6736588,XP_016030185.1,538
6736588,XP_016030186.1,538
6736592,XP_002083454.2,140
6736593,XP_016030188.1,64
6736594,XP_016030189.1,1320
6736594,XP_039149437.1,1338
6736594,XP_039149438.1,834
6736596,XP_002083458.1,256
6736597,XP_002083459.1,261
6736598,XP_002083460.2,285
6736601,XP_016030192.1,2300
6736603,XP_016030196.1,144
6736603,XP_016030197.2,190
6736609,XP_016030198.1,110
6736610,XP_039149432.1,1528
6736610,XP_039149433.1,1528
6736610,XP_039149434.1,1518
6736610,XP_039149435.1,1518
6736610,XP_044778771.1,1518
6736611,XP_039149447.1,370
6736611,XP_039149448.1,370
6736612,XP_002083469.1,253
6736614,XP_016030203.1,140
6736614,XP_039149318.1,140
6736616,XP_002083472.1,329
6736617,XP_002083473.2,594
6736617,XP_016030204.1,584
6736618,XP_002083474.1,910
6736619,XP_016030205.1,199
6736619,XP_016030206.1,199
6736619,XP_016030207.1,199
6736620,XP_039149243.1,457
6736626,XP_002083482.2,286
6736626,XP_016030211.1,172
6736627,XP_039149247.1,323
6736630,XP_016030214.1,935
6736631,XP_016030216.1,238
6736631,XP_016030217.1,169
6736631,XP_016030218.1,198
6736632,XP_016030224.1,4257
6736632,XP_016030226.1,4285
6736632,XP_016030227.1,4148
6736632,XP_016030228.1,4336
6736632,XP_016030230.1,4169
6736632,XP_016030233.1,4285
6736632,XP_039149244.1,4320
6736632,XP_039149245.1,4285
6736637,XP_002083493.1,721
6736637,XP_016030234.1,722
6736637,XP_039149246.1,710
6736638,XP_002083494.3,734
6736639,XP_002083495.1,122
6736640,XP_002083496.1,512
6736643,XP_016030237.1,1142
6736646,XP_016030241.1,385
6736646,XP_044778925.1,264
6736648,XP_016030242.1,469
6736649,XP_002083505.1,49
6736651,XP_016030243.2,1059
6736651,XP_016030244.1,1034
6736651,XP_016030245.2,1061
6736652,XP_002083508.1,450
6736653,XP_016030251.1,522
6736653,XP_016030252.1,509
6736653,XP_039149939.1,577
6736653,XP_039149940.1,564
6736654,XP_002083510.1,486
6736654,XP_016030254.1,460
6736655,XP_016030255.1,313
6736655,XP_016030256.1,320
6736656,XP_016030257.1,125
6736656,XP_044778782.1,126
6736657,XP_002083513.2,341
6736657,XP_016030259.1,341
6736659,XP_002083520.1,323
6736659,XP_016030267.1,758
6736659,XP_016030268.1,941
6736659,XP_016030269.1,998
6736659,XP_016030270.1,997
6736659,XP_016030271.1,1007
6736659,XP_016030272.1,1008
6736659,XP_016030274.1,785
6736659,XP_016030275.1,819
6736659,XP_016030277.1,931
6736659,XP_016030278.1,768
6736659,XP_016030279.1,926
6736659,XP_039149641.1,795
6736659,XP_039149642.1,795
6736659,XP_039149643.1,518
6736659,XP_044778902.1,829
6736662,XP_002083518.1,76
6736665,XP_016030287.1,561
6736665,XP_016030288.1,531
6736666,XP_002083522.2,283
6736667,XP_002083523.2,227
6736668,XP_002083524.1,328
6736671,XP_039150182.1,1933
6736671,XP_039150184.1,1933
6736671,XP_039150185.1,1928
6736671,XP_039150186.1,1914
6736671,XP_039150187.1,1909
6736671,XP_039150188.1,1814
6736671,XP_039150189.1,1809
6736671,XP_039150190.1,1796
6736673,XP_016030293.1,275
6736673,XP_016030294.1,271
6736676,XP_039149855.1,991
6736676,XP_039149856.1,991
6736676,XP_039149857.1,991
6736676,XP_044778934.1,991
6736677,XP_016030296.1,302
6736678,XP_002083534.2,777
6736680,XP_002083536.1,124
6736680,XP_016030297.1,148
6736681,XP_002083537.2,193
6736681,XP_016030298.1,166
6736681,XP_016030299.1,169
6736681,XP_016030300.1,169
6736681,XP_016030301.1,169
6736681,XP_016030302.1,161
6736681,XP_016030303.1,181
6736681,XP_039149859.1,169
6736685,XP_002083541.1,320
6736686,XP_002083542.1,316
6736687,XP_016030305.1,771
6736687,XP_016030306.1,771
6736688,XP_002083544.1,163
6736689,XP_002083545.2,163
6736690,XP_016030307.1,114
6736693,XP_039149095.1,619
6736693,XP_039149096.1,619
6736693,XP_039149097.1,619
6736693,XP_039149099.1,619
6736693,XP_039149100.1,474
6736695,XP_002083551.1,652
6736697,XP_016030311.1,225
6736697,XP_016030312.1,241
6736698,XP_002083554.1,368
6736699,XP_002083555.1,338
6736700,XP_016030315.1,548
6736700,XP_044779067.1,562
6736701,XP_016030316.3,456
6736702,XP_016030317.1,406
6736704,XP_002083560.1,353
6736705,XP_016030319.3,1173
6736707,XP_039150331.1,484
6736708,XP_016030322.1,578
6736709,XP_002083565.1,458
6736710,XP_016030323.1,98
6736712,XP_002083568.1,489
6736713,XP_016030324.1,903
6736714,XP_002083570.2,159
6736714,XP_016030325.1,159
6736715,XP_002083571.1,417
6736716,XP_016030326.1,510
6736716,XP_016030327.1,510
6736717,XP_016030329.1,249
6736718,XP_002083574.1,323
6736719,XP_016030330.1,421
6736719,XP_016030331.1,413
6736719,XP_016030332.1,396
6736719,XP_016030333.1,464
6736719,XP_016030334.1,456
6736719,XP_039149745.1,364
6736719,XP_039149746.1,356
6736720,XP_016030335.1,711
6736721,XP_016030336.1,1071
6736722,XP_016030337.1,175
6736722,XP_016030338.1,188
6736723,XP_016030341.1,833
6736723,XP_016030342.1,983
6736723,XP_016030343.1,851
6736723,XP_016030344.1,1103
6736723,XP_016030346.1,1241
6736723,XP_016030347.1,898
6736723,XP_039149587.1,1139
6736723,XP_039149588.1,1085
6736723,XP_039149589.1,1054
6736723,XP_039149590.1,1019
6736723,XP_039149591.1,1007
6736723,XP_039149592.1,887
6736723,XP_044778886.1,1136
6736723,XP_044778887.1,1100
6736723,XP_044778888.1,1015
6736723,XP_044778889.1,968
6736723,XP_044778890.1,848
6736724,XP_002083580.1,331
6736727,XP_002083583.1,79
6736728,XP_016030351.1,579
6736728,XP_039149595.1,412
6736728,XP_044778891.1,429
6736729,XP_016030353.1,514
6736729,XP_039149594.1,445
6736730,XP_016030354.1,589
6736730,XP_016030355.1,660
6736731,XP_016030356.1,1047
6736731,XP_039149313.1,1046
6736732,XP_002083588.1,255
6736733,XP_039149638.1,524
6736734,XP_002083590.1,309
6736734,XP_016030359.1,313
6736735,XP_016030360.1,448
6736737,XP_016030362.1,452
6736737,XP_016030363.1,452
6736737,XP_016030364.1,452
6736737,XP_016030365.1,452
6736737,XP_016030366.1,452
6736737,XP_016030367.2,432
6736738,XP_016030368.1,2754
6736738,XP_016030369.1,2712
6736738,XP_016030370.1,2752
6736739,XP_039149637.1,756
6736741,XP_002083597.1,195
6736742,XP_002083598.1,147
6736743,XP_002083599.1,188
6736744,XP_016030372.1,247
6736749,XP_002083605.1,457
6736751,XP_016030375.1,1328
6736751,XP_016030376.1,1328
6736752,XP_002083608.1,221
6736753,XP_002083609.1,840
6736754,XP_002083610.1,524
6736755,XP_002083611.1,194
6736757,XP_016030379.1,1165
6736758,XP_002083614.2,691
6736759,XP_002083615.2,356
6736760,XP_002083616.2,136
6736761,XP_002083617.1,470
6736761,XP_016030382.1,470
6736762,XP_002083618.1,292
6736762,XP_016030384.1,292
6736763,XP_016030387.1,606
6736763,XP_039149400.1,622
6736763,XP_044779008.1,606
6736764,XP_002083620.1,152
6736765,XP_002083621.2,152
6736766,XP_016030389.1,611
6736766,XP_016030390.1,611
6736767,XP_016030391.1,1473
6736768,XP_002083624.1,314
6736769,XP_002083625.2,324
6736770,XP_016030392.1,623
6736770,XP_016030393.1,612
6736770,XP_016030394.1,632
6736770,XP_016030395.1,628
6736770,XP_016030396.1,623
6736770,XP_016030397.1,611
6736770,XP_016030398.1,643
6736770,XP_016030399.1,631
6736770,XP_016030400.1,602
6736770,XP_016030401.1,640
6736770,XP_016030402.1,644
6736770,XP_016030403.1,624
6736771,XP_002083627.1,147
6736771,XP_039149000.1,147
6736772,XP_002083628.1,311
6736773,XP_002083629.1,238
6736774,XP_016030404.1,322
6736775,XP_016030406.1,145
6736775,XP_016030407.1,145
6736776,XP_016030408.1,516
6736776,XP_016030410.1,516
6736776,XP_016030412.1,516
6736777,XP_002083633.3,301
6736778,XP_002083634.1,146
6736779,XP_016030414.1,417
6736779,XP_016030415.1,417
6736779,XP_016030419.1,417
6736779,XP_016030420.1,275
6736779,XP_044779051.1,387
6736780,XP_002083636.2,602
6736781,XP_016030421.1,521
6736781,XP_039149999.1,548
6736782,XP_016030423.1,155
6736784,XP_016030425.2,349
6736785,XP_016030429.2,375
6736786,XP_016030430.3,180
6736787,XP_039149620.1,246
6736788,XP_016030432.1,627
6736789,XP_016030435.1,660
6736789,XP_016030436.1,659
6736791,XP_002083647.1,106
6736792,XP_002083648.1,487
6736795,XP_039149210.1,1286
6736796,XP_016030440.1,755
6736797,XP_002083653.1,482
6736798,XP_016030442.1,433
6736798,XP_016030444.1,433
6736798,XP_016030445.1,433
6736798,XP_039149187.1,433
6736799,XP_039149212.2,216
6736800,XP_016030448.1,392
6736800,XP_016030449.1,500
6736800,XP_016030450.1,503
6736800,XP_016030451.1,404
6736800,XP_016030452.1,408
6736800,XP_016030454.2,440
6736800,XP_016030455.1,515
6736800,XP_016030456.1,396
6736800,XP_039149186.1,352
6736808,XP_016030462.1,2163
6736808,XP_016030463.1,2162
6736808,XP_016030464.1,2175
6736808,XP_016030465.1,2173
6736808,XP_016030466.1,2191
6736808,XP_016030467.1,2066
6736808,XP_039149182.1,2061
6736809,XP_002083665.1,487
6736811,XP_002083667.1,301
6736812,XP_002083668.1,311
6736813,XP_002083669.1,138
6736817,XP_002083673.1,304
6736820,XP_016030472.1,1979
6736820,XP_039150256.1,1979
6736821,XP_002083677.1,615
6736822,XP_002083678.1,385
6736823,XP_016030476.1,4648
6736823,XP_016030477.1,4651
6736823,XP_016030478.1,4639
6736823,XP_016030479.1,4647
6736823,XP_016030480.1,4660
6736823,XP_016030481.1,4638
6736823,XP_016030482.1,4661
6736823,XP_016030483.1,4652
6736823,XP_039149344.1,3646
6736825,XP_002083681.1,869
6736826,XP_016030484.1,1299
6736827,XP_002083683.1,164
6736828,XP_039149346.1,855
6736829,XP_016030486.1,83
6736831,XP_016030487.1,2413
6736831,XP_016030488.1,4385
6736831,XP_039149345.1,4398
6736833,XP_039149348.1,433
6736834,XP_002083690.1,136
6736835,XP_016030490.1,460
6736835,XP_039149347.1,501
6736836,XP_016030491.1,690
6736836,XP_016030492.1,690
6736836,XP_039150345.1,730
6736842,XP_044778728.1,1046
6736842,XP_044778729.1,1019
6736846,XP_002083702.1,147
6736847,XP_039149635.1,225
6736848,XP_016030496.1,63
6736849,XP_002083705.1,62
6736851,XP_002083707.1,108
6736852,XP_002083708.2,702
6736853,XP_002083709.1,224
6736855,XP_002083711.1,327
6736855,XP_016030500.1,320
6736857,XP_016030502.1,1012
6736858,XP_002083714.1,726
6736859,XP_002083715.1,508
6736860,XP_016030504.2,499
6736860,XP_016030505.2,507
6736860,XP_016030506.1,579
6736860,XP_016030507.2,505
6736860,XP_016030509.2,508
6736860,XP_016030510.2,512
6736860,XP_016030511.2,501
6736860,XP_016030512.1,387
6736860,XP_016030513.1,500
6736860,XP_016030515.1,591
6736860,XP_039149192.1,514
6736860,XP_039149193.1,512
6736860,XP_039149194.1,503
6736860,XP_039149195.1,502
6736860,XP_039149196.1,501
6736860,XP_039149197.1,499
6736860,XP_039149198.1,514
6736860,XP_039149199.1,609
6736860,XP_039149201.1,514
6736861,XP_002083717.1,610
6736865,XP_016030517.2,56
6736869,XP_016030518.1,677
6736870,XP_002083723.1,307
6736871,XP_002083724.1,145
6736872,XP_002083725.1,216
6736873,XP_016030519.1,138
6736874,XP_002083727.1,863
6736876,XP_016030520.1,469
6736876,XP_039149269.1,469
6736876,XP_039149270.1,469
6736877,XP_039149531.1,1194
6736878,XP_016030522.1,328
6736881,XP_016030523.1,572
6736881,XP_016030524.1,570
6736881,XP_044778861.1,322
6736882,XP_039149310.1,542
6736882,XP_044778819.1,566
6736882,XP_044778820.1,566
6736882,XP_044778821.1,566
6736882,XP_044778822.1,566
6736882,XP_044778823.1,485
6736883,XP_002083736.1,192
6736883,XP_016030532.1,148
6736884,XP_039150033.1,1139
6736884,XP_039150034.1,1109
6736884,XP_039150035.1,791
6736884,XP_039150036.1,695
6736884,XP_039150037.1,641
6736884,XP_039150038.1,592
6736885,XP_016030534.1,245
6736886,XP_002083739.1,416
6736887,XP_002083740.1,302
6736888,XP_016030535.1,79
6736889,XP_016030536.1,617
6736889,XP_016030537.1,625
6736889,XP_016030538.1,608
6736890,XP_016030539.1,1907
6736893,XP_002083746.1,524
6736894,XP_016030541.1,517
6736895,XP_002083748.2,312
6736896,XP_016030542.1,592
6736897,XP_002083750.1,508
6736898,XP_002083751.1,225
6736901,XP_002083754.1,634
6736902,XP_016030550.1,54
6736902,XP_039149801.1,54
6736903,XP_039149784.1,2675
6736903,XP_039149785.1,2672
6736903,XP_039149786.1,2672
6736903,XP_039149787.1,2670
6736903,XP_039149788.1,2667
6736903,XP_039149789.1,2661
6736903,XP_039149790.1,2653
6736903,XP_039149791.1,2653
6736903,XP_039149792.1,2642
6736903,XP_039149793.1,2059
6736903,XP_039149794.1,2052
6736903,XP_039149795.1,2050
6736903,XP_039149796.1,2044
6736903,XP_039149797.1,2086
6736903,XP_039149798.1,2079
6736903,XP_039149799.1,2070
6736903,XP_044778907.1,2089
6736906,XP_016030553.1,352
6736907,XP_016030555.1,1557
6736907,XP_016030556.1,1557
6736907,XP_016030557.1,1539
6736908,XP_002083760.1,391
6736914,XP_016030559.1,287
6736916,XP_016030562.1,941
6736916,XP_016030563.1,969
6736916,XP_016030564.1,879
6736916,XP_016030565.1,1031
6736917,XP_002083764.1,263
6736918,XP_002083765.1,533
6736919,XP_016030570.1,173
6736920,XP_016030566.1,327
6736920,XP_016030568.1,282
6736923,XP_016030575.1,583
6736924,XP_016030578.1,616
6736924,XP_016030579.1,611
6736924,XP_039149777.1,616
6736924,XP_039149778.1,610
6736924,XP_039149779.1,606
6736924,XP_039149781.1,455
6736925,XP_002083772.1,545
6736926,XP_039149782.1,542
6736927,XP_002083774.1,465
6736930,XP_016030582.1,525
6736931,XP_002083778.1,540
6736932,XP_002083779.1,349
6736933,XP_002083780.1,340
6736934,XP_016030583.1,332
6736935,XP_002083782.2,723
6736935,XP_044779021.1,374
6736936,XP_002083783.1,282
6736936,XP_039150207.1,181
6736936,XP_044779026.1,282
6736938,XP_002083785.1,671
6736939,XP_002083786.1,241
6736941,XP_016030587.2,497
6736941,XP_044779022.1,284
6736941,XP_044779023.1,240
6736941,XP_044779024.1,234
6736942,XP_016030588.1,545
6736942,XP_016030589.1,545
6736943,XP_016030590.1,418
6736943,XP_039150206.1,295
6736943,XP_044779025.1,258
6736945,XP_002083792.1,378
6736945,XP_016030591.1,379
6736947,XP_016030592.1,310
6736947,XP_016030593.1,474
6736948,XP_039149135.1,272
6736949,XP_002083796.1,272
6736950,XP_016022775.1,268
6736950,XP_039149136.1,272
6736950,XP_039149137.1,272
6736951,XP_016030595.1,272
6736952,XP_002083799.1,272
6736953,XP_002083800.1,270
6736954,XP_016030596.1,319
6736955,XP_002083802.1,271
6736956,XP_002083803.1,274
6736957,XP_016030597.1,269
6736958,XP_016030599.1,298
6736958,XP_016030600.1,298
6736959,XP_002083806.1,442
6736960,XP_002083807.1,290
6736962,XP_016030601.1,660
6736963,XP_002083810.3,436
6736964,XP_002083811.2,485
6736965,XP_002083812.1,91
6736967,XP_016030603.1,865
6736968,XP_016030605.1,599
6736968,XP_016030606.1,599
6736968,XP_016030607.1,594
6736968,XP_016030608.1,599
6736968,XP_039148995.1,594
6736969,XP_002083816.1,267
6736970,XP_002083817.1,364
6736971,XP_016030609.1,237
6736973,XP_002083820.1,257
6736973,XP_016030610.1,490
6736973,XP_016030611.1,274
6736973,XP_039149124.1,512
6736974,XP_016030612.1,349
6736974,XP_039149122.1,558
6736974,XP_039149123.1,501
6736975,XP_002083822.1,105
6736976,XP_002083823.1,106
6736976,XP_016030613.1,83
6736977,XP_016030614.1,105
6736980,XP_002083827.1,111
6736981,XP_002083828.1,108
6736981,XP_039149633.1,77
6736982,XP_002083829.1,108
6736983,XP_002083830.1,107
6736984,XP_002083831.1,104
6736985,XP_002083832.1,104
6736986,XP_016030615.1,104
6736987,XP_002083834.1,98
6736988,XP_002083835.1,102
6736989,XP_002083836.1,105
6736990,XP_002083837.1,137
6736991,XP_002083838.1,109
6736992,XP_002083839.1,463
6736993,XP_016030617.1,967
6736993,XP_016030618.1,991
6736994,XP_002083841.2,1270
6736994,XP_016030619.1,558
6736994,XP_016030620.1,685
6736995,XP_002083842.1,863
6736996,XP_002083843.1,774
6736997,XP_016030621.1,101
6736998,XP_002083845.2,845
6736999,XP_002083846.2,682
6737000,XP_002083847.1,121
6737001,XP_016030627.1,874
6737001,XP_044778747.1,849
6737002,XP_016030628.1,3712
6737003,XP_002083850.1,112
6737004,XP_016030630.1,77
6737004,XP_039150337.1,77
6737005,XP_002083852.2,1320
6737006,XP_016030631.1,1302
6737007,XP_016030632.1,809
6737007,XP_016030633.1,747
6737009,XP_016030634.1,378
6737010,XP_016030636.1,332
6737012,XP_002083859.1,406
6737013,XP_002083860.1,410
6737014,XP_016030640.1,387
6737020,XP_016030643.1,404
6737021,XP_016030645.1,448
6737022,XP_016030646.1,642
6737023,XP_002083870.1,1229
6737025,XP_002083872.2,488
6737026,XP_016030648.1,1044
6737027,XP_016030649.1,363
6737027,XP_016030654.1,362
6737027,XP_016030658.1,362
6737027,XP_016030659.1,440
6737027,XP_016030660.1,473
6737027,XP_044778942.1,550
6737027,XP_044778943.1,550
6737027,XP_044778944.1,550
6737027,XP_044778945.1,550
6737027,XP_044778946.1,550
6737027,XP_044778947.1,550
6737027,XP_044778948.1,550
6737027,XP_044778949.1,550
6737027,XP_044778950.1,549
6737027,XP_044778951.1,472
6737028,XP_016030662.3,1963
6737028,XP_016030663.3,1943
6737030,XP_016030664.1,2617
6737031,XP_002083878.1,367
6737032,XP_016030665.1,706
6737033,XP_016030667.1,538
6737033,XP_044778952.1,435
6737034,XP_002083881.1,990
6737037,XP_002083884.2,375
6737038,XP_016030669.1,743
6737039,XP_016030670.1,207
6737039,XP_039149429.1,151
6737040,XP_002083887.2,579
6737040,XP_039149255.1,508
6737042,XP_039150275.1,3218
6737042,XP_039150276.1,3218
6737042,XP_039150277.1,3078
6737042,XP_039150278.1,2363
6737042,XP_044779052.1,3218
6737043,XP_039150248.1,1832
6737043,XP_039150249.1,1832
6737043,XP_039150250.1,711
6737044,XP_039150251.1,420
6737044,XP_039150252.1,403
6737044,XP_039150253.1,399
6737044,XP_039150254.1,387
6737044,XP_039150255.1,382
6737045,XP_016030674.1,658
6737045,XP_016030675.1,411
6737052,XP_002083899.1,547
6737053,XP_016030678.1,416
6737056,XP_039149959.1,457
6737056,XP_039149960.1,457
6737056,XP_039149962.1,457
6737056,XP_039149963.1,457
6737056,XP_039149964.1,452
6737056,XP_039149965.1,452
6737056,XP_039149966.1,447
6737058,XP_016030680.1,817
6737058,XP_016030682.1,817
6737059,XP_044778981.1,218
6737060,XP_002083907.1,259
6737061,XP_016030684.1,300
6737062,XP_002083909.1,476
6737063,XP_002083910.1,741
6737064,XP_002083911.1,180
6737065,XP_002083912.2,508
6737066,XP_002083913.1,212
6737067,XP_002083914.1,355
6737069,XP_016030687.1,79
6737070,XP_002083917.1,680
6737073,XP_002083920.1,238
6737075,XP_016030700.1,1048
6737075,XP_039150258.1,1058
6737075,XP_039150260.1,1049
6737075,XP_039150261.1,1044
6737075,XP_039150262.1,1032
6737075,XP_039150263.1,1023
6737075,XP_039150269.1,828
6737075,XP_044779042.1,1039
6737075,XP_044779043.1,1023
6737075,XP_044779044.1,1022
6737075,XP_044779045.1,1013
6737075,XP_044779046.1,1008
6737075,XP_044779047.1,973
6737075,XP_044779048.1,804
6737075,XP_044779049.1,792
6737075,XP_044779050.1,778
6737077,XP_016030703.1,434
6737077,XP_039149155.1,434
6737077,XP_039149157.1,434
6737078,XP_002083925.1,263
6737078,XP_016030709.1,116
6737079,XP_016030711.1,204
6737079,XP_016030712.1,244
6737080,XP_016030714.1,323
6737080,XP_044778788.1,248
6737080,XP_044778789.1,220
6737081,XP_002083928.1,179
6737082,XP_002083929.1,127
6737083,XP_039148941.1,1644
6737083,XP_039148942.1,1716
6737084,XP_002083931.1,512
6737085,XP_002083932.1,605
6737087,XP_002083934.1,82
6737088,XP_016030717.1,84
6737089,XP_016030718.1,86
6737090,XP_016030720.1,994
6737090,XP_016030721.1,988
6737090,XP_016030722.1,992
6737092,XP_016030723.1,1107
6737093,XP_002083940.1,99
6737093,XP_044778749.1,186
6737094,XP_039148969.1,2045
6737094,XP_039148970.1,2044
6737094,XP_039148971.1,2040
6737094,XP_039148972.1,2039
6737094,XP_039148973.1,2036
6737094,XP_039148974.1,2035
6737094,XP_039148975.1,2030
6737094,XP_039148976.1,1969
6737094,XP_039148977.1,1964
6737094,XP_039148978.1,1963
6737094,XP_039148979.1,1814
6737094,XP_039148980.1,1813
6737094,XP_039148981.1,1809
6737094,XP_039148982.1,1808
6737094,XP_039148984.1,1799
6737096,XP_002083943.2,219
6737097,XP_002083944.3,219
6737098,XP_002083945.2,460
6737099,XP_016030726.1,188
6737100,XP_016030727.1,371
6737101,XP_002083948.2,189
6737102,XP_044779020.1,334
6737103,XP_002083950.1,900
6737104,XP_002083951.1,258
6737105,XP_016030730.1,321
6737105,XP_016030731.1,321
6737105,XP_016030732.1,321
6737105,XP_016030733.1,321
6737106,XP_039148987.1,1370
6737108,XP_002083955.1,275
6737109,XP_002083956.1,643
6737109,XP_044779070.1,643
6737110,XP_016030736.1,724
6737112,XP_016030738.1,1149
6737112,XP_016030739.1,513
6737115,XP_002083962.2,1033
6737118,XP_016030747.1,546
6737118,XP_044779069.1,484
6737119,XP_002083966.1,407
6737120,XP_002083967.1,160
6737121,XP_002083968.1,338
6737121,XP_016030749.1,326
6737123,XP_039148936.1,817
6737124,XP_002083971.2,682
6737124,XP_016030751.1,707
6737125,XP_002083972.1,753
6737126,XP_016030755.1,495
6737126,XP_016030756.1,219
6737126,XP_044779071.1,495
6737128,XP_016030758.1,201
6737128,XP_016030759.1,201
6737128,XP_016030761.1,201
6737129,XP_016030762.1,601
6737131,XP_016030763.1,945
6737131,XP_016030764.1,944
6737133,XP_002083980.2,503
6737134,XP_002083981.2,443
6737135,XP_002083982.2,446
6737136,XP_002083983.2,424
6737137,XP_002083984.1,427
6737138,XP_002083985.1,418
6737140,XP_016030770.1,142
6737141,XP_016030772.1,253
6737142,XP_016030768.1,722
6737143,XP_002083990.1,401
6737145,XP_016030778.2,284
6737145,XP_016030779.2,282
6737146,XP_002083993.2,275
6737147,XP_016030788.1,484
6737148,XP_002083995.1,507
6737149,XP_016030789.1,381
6737150,XP_002083997.1,215
6737151,XP_002083998.1,1348
6737151,XP_016030790.1,1216
6737151,XP_016030791.1,1182
6737151,XP_016030792.1,1363
6737151,XP_016030793.1,1315
6737151,XP_016030794.1,1215
6737151,XP_016030795.1,1230
6737151,XP_016030796.1,1314
6737151,XP_016030797.1,1362
6737151,XP_016030800.1,1348
6737151,XP_016030802.1,1349
6737151,XP_016030803.1,1330
6737151,XP_016030804.1,1183
6737151,XP_039149002.1,1196
6737152,XP_002083999.1,827
6737153,XP_016030805.1,786
6737153,XP_016030806.1,642
6737153,XP_016030808.1,632
6737153,XP_016030810.1,826
6737153,XP_039148990.1,833
6737153,XP_039148992.1,833
6737153,XP_039148993.1,816
6737155,XP_002084002.1,174
6737156,XP_002084003.2,303
6737157,XP_002084004.2,762
6737157,XP_016030812.1,195
6737157,XP_016030813.1,190
6737157,XP_039149252.1,683
6737158,XP_016030815.1,1664
6737158,XP_016030816.1,1664
6737158,XP_039149251.1,1473
6737161,XP_002084008.3,1132
6737162,XP_016030817.1,727
6737163,XP_016030818.1,870
6737163,XP_016030819.1,1890
6737163,XP_016030820.1,1897
6737163,XP_016030821.2,1884
6737163,XP_016030822.2,1891
6737165,XP_002084011.2,102
6737166,XP_002084012.1,236
6737168,XP_016030830.1,572
6737171,XP_039149989.1,13196
6737172,XP_002084018.2,419
6737174,XP_016030862.1,556
6737174,XP_039149986.1,380
6737174,XP_044778844.1,556
6737174,XP_044778845.1,556
6737174,XP_044778846.1,510
6737176,XP_002084022.1,154
6737177,XP_016030825.1,489
6737177,XP_016030826.1,489
6737177,XP_016030827.1,489
6737177,XP_016030828.1,489
6737177,XP_039149987.1,489
6737177,XP_039149988.1,489
6737178,XP_002084024.1,452
6737179,XP_039149968.1,1015
6737179,XP_039149969.1,1015
6737179,XP_039149970.1,1015
6737179,XP_039149971.1,1011
6737179,XP_039149973.1,883
6737179,XP_039149974.1,883
6737180,XP_016030868.1,1079
6737181,XP_016030869.1,648
6737181,XP_016030870.1,566
6737181,XP_016030872.1,270
6737181,XP_016030873.1,232
6737181,XP_016030874.1,634
6737181,XP_016030875.1,284
6737181,XP_016030878.1,577
6737181,XP_016030879.1,264
6737181,XP_016030881.1,250
6737181,XP_016030882.1,281
6737181,XP_039149979.1,645
6737181,XP_039149981.1,610
6737181,XP_044778817.1,580
6737182,XP_016030883.1,618
6737184,XP_016030885.1,853
6737184,XP_016030886.1,782
6737184,XP_016030888.1,1306
6737184,XP_016030889.1,1235
6737184,XP_016030890.1,900
6737184,XP_039150202.1,1353
6737186,XP_002084032.2,348
6737187,XP_002084033.1,376
6737188,XP_002084034.1,88
6737189,XP_002084035.2,1225
6737189,XP_016030892.1,1221
6737189,XP_016030893.1,1212
6737189,XP_016030894.1,1212
6737189,XP_016030896.1,1218
6737189,XP_016030897.1,1212
6737189,XP_016030898.1,1219
6737190,XP_002084036.1,77
6737191,XP_002084037.2,524
6737193,XP_002084039.1,656
6737194,XP_002084040.1,107
6737194,XP_016030900.1,97
6737195,XP_002084041.1,331
6737196,XP_016030901.1,206
6737197,XP_039149822.1,430
6737197,XP_039149823.1,430
6737197,XP_039149824.1,430
6737197,XP_039149825.1,430
6737197,XP_044778962.1,430
6737198,XP_016030902.1,419
6737198,XP_016030903.1,327
6737206,XP_002084046.1,149
